"SUBJECT","Subject","LOCATION","Country","MEASURE","Measure","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"CPALTT01","Consumer prices: all items","CHE","Switzerland","GP","Growth previous period","A","Annual","2019","2019","PC","Percentage","0","Units",,,0.362886179940658,,
"CPALTT01","Consumer prices: all items","CHE","Switzerland","GP","Growth previous period","A","Annual","2020","2020","PC","Percentage","0","Units",,,-0.725874933313371,,
"CPALTT01","Consumer prices: all items","CHE","Switzerland","GP","Growth previous period","A","Annual","2021","2021","PC","Percentage","0","Units",,,0.581814168489837,,
"NAEXKP01","Gross domestic product; constant prices, s.a.","CHE","Switzerland","GP","Growth previous period","A","Annual","2008","2008","PC","Percentage","0","Units",,,2.80798370290144,,
"NAEXKP01","Gross domestic product; constant prices, s.a.","CHE","Switzerland","GP","Growth previous period","A","Annual","2009","2009","PC","Percentage","0","Units",,,-2.2973745947552,,
"NAEXKP01","Gross domestic product; constant prices, s.a.","CHE","Switzerland","GP","Growth previous period","A","Annual","2010","2010","PC","Percentage","0","Units",,,3.24339724180359,,
"NAEXKP01","Gross domestic product; constant prices, s.a.","CHE","Switzerland","GP","Growth previous period","A","Annual","2011","2011","PC","Percentage","0","Units",,,1.8131082925258,,
"NAEXKP01","Gross domestic product; constant prices, s.a.","CHE","Switzerland","GP","Growth previous period","A","Annual","2012","2012","PC","Percentage","0","Units",,,1.17925372892969,,
"NAEXKP01","Gross domestic product; constant prices, s.a.","CHE","Switzerland","GP","Growth previous period","A","Annual","2013","2013","PC","Percentage","0","Units",,,1.79214413363982,,
"NAEXKP01","Gross domestic product; constant prices, s.a.","CHE","Switzerland","GP","Growth previous period","A","Annual","2014","2014","PC","Percentage","0","Units",,,2.34988129210752,,
"NAEXKP01","Gross domestic product; constant prices, s.a.","CHE","Switzerland","GP","Growth previous period","A","Annual","2015","2015","PC","Percentage","0","Units",,,1.6446276196916,,
"NAEXKP01","Gross domestic product; constant prices, s.a.","CHE","Switzerland","GP","Growth previous period","A","Annual","2016","2016","PC","Percentage","0","Units",,,2.06868967671121,,
"NAEXKP01","Gross domestic product; constant prices, s.a.","CHE","Switzerland","GP","Growth previous period","A","Annual","2017","2017","PC","Percentage","0","Units",,,1.36279964647692,,
"NAEXKP01","Gross domestic product; constant prices, s.a.","CHE","Switzerland","GP","Growth previous period","A","Annual","2018","2018","PC","Percentage","0","Units",,,2.86044575085935,,
"NAEXKP01","Gross domestic product; constant prices, s.a.","CHE","Switzerland","GP","Growth previous period","A","Annual","2019","2019","PC","Percentage","0","Units",,,1.14198224813159,,
"NAEXKP01","Gross domestic product; constant prices, s.a.","CHE","Switzerland","GP","Growth previous period","A","Annual","2020","2020","PC","Percentage","0","Units",,,-2.3755632296435,,
"NAEXKP01","Gross domestic product; constant prices, s.a.","CHE","Switzerland","GP","Growth previous period","A","Annual","2021","2021","PC","Percentage","0","Units",,,4.22171656148902,,
"LFEMTTTT","Total employment: all persons, s.a.","CHE","Switzerland","GP","Growth previous period","A","Annual","2008","2008","PC","Percentage","0","Units",,,2.59097525473071,,
"LFEMTTTT","Total employment: all persons, s.a.","CHE","Switzerland","GP","Growth previous period","A","Annual","2009","2009","PC","Percentage","0","Units",,,0.926976920166478,"B","Break"
"LFEMTTTT","Total employment: all persons, s.a.","CHE","Switzerland","GP","Growth previous period","A","Annual","2010","2010","PC","Percentage","0","Units",,,-1.41811152764761,,
"LFEMTTTT","Total employment: all persons, s.a.","CHE","Switzerland","GP","Growth previous period","A","Annual","2011","2011","PC","Percentage","0","Units",,,2.14618031004343,,
"LFEMTTTT","Total employment: all persons, s.a.","CHE","Switzerland","GP","Growth previous period","A","Annual","2012","2012","PC","Percentage","0","Units",,,1.24075829935257,,
"LFEMTTTT","Total employment: all persons, s.a.","CHE","Switzerland","GP","Growth previous period","A","Annual","2013","2013","PC","Percentage","0","Units",,,0.949185263496587,,
"LFEMTTTT","Total employment: all persons, s.a.","CHE","Switzerland","GP","Growth previous period","A","Annual","2014","2014","PC","Percentage","0","Units",,,1.72912303068937,,
"LFEMTTTT","Total employment: all persons, s.a.","CHE","Switzerland","GP","Growth previous period","A","Annual","2015","2015","PC","Percentage","0","Units",,,1.55762194098493,,
"LFEMTTTT","Total employment: all persons, s.a.","CHE","Switzerland","GP","Growth previous period","A","Annual","2016","2016","PC","Percentage","0","Units",,,1.45329939730495,,
"LFEMTTTT","Total employment: all persons, s.a.","CHE","Switzerland","GP","Growth previous period","A","Annual","2017","2017","PC","Percentage","0","Units",,,0.702665131736137,,
"LFEMTTTT","Total employment: all persons, s.a.","CHE","Switzerland","GP","Growth previous period","A","Annual","2018","2018","PC","Percentage","0","Units",,,0.83850094365058,,
"LFEMTTTT","Total employment: all persons, s.a.","CHE","Switzerland","GP","Growth previous period","A","Annual","2019","2019","PC","Percentage","0","Units",,,0.655597443918612,,
"LFEMTTTT","Total employment: all persons, s.a.","CHE","Switzerland","GP","Growth previous period","A","Annual","2020","2020","PC","Percentage","0","Units",,,-0.205598440214417,"B","Break"
"LFEMTTTT","Total employment: all persons, s.a.","CHE","Switzerland","GP","Growth previous period","A","Annual","2021","2021","PC","Percentage","0","Units",,,-0.249142905815464,,
"XTEXVA01","Exports in goods, s.a.","TUR","Türkiye","GP","Growth previous period","A","Annual","2008","2008","PC","Percentage","0","Units",,,22.851258794101,,
"XTEXVA01","Exports in goods, s.a.","TUR","Türkiye","GP","Growth previous period","A","Annual","2009","2009","PC","Percentage","0","Units",,,-22.8911471615332,,
"XTEXVA01","Exports in goods, s.a.","TUR","Türkiye","GP","Growth previous period","A","Annual","2010","2010","PC","Percentage","0","Units",,,11.9686447982471,,
"XTEXVA01","Exports in goods, s.a.","TUR","Türkiye","GP","Growth previous period","A","Annual","2011","2011","PC","Percentage","0","Units",,,18.3640960705387,,
"XTEXVA01","Exports in goods, s.a.","TUR","Türkiye","GP","Growth previous period","A","Annual","2012","2012","PC","Percentage","0","Units",,,12.9616673957396,"B","Break"
"XTEXVA01","Exports in goods, s.a.","TUR","Türkiye","GP","Growth previous period","A","Annual","2013","2013","PC","Percentage","0","Units",,,6.3175760176624,,
"XTEXVA01","Exports in goods, s.a.","TUR","Türkiye","GP","Growth previous period","A","Annual","2014","2014","PC","Percentage","0","Units",,,2.61986205227143,,
"XTEXVA01","Exports in goods, s.a.","TUR","Türkiye","GP","Growth previous period","A","Annual","2015","2015","PC","Percentage","0","Units",,,-9.56205219487188,,
"XTEXVA01","Exports in goods, s.a.","TUR","Türkiye","GP","Growth previous period","A","Annual","2016","2016","PC","Percentage","0","Units",,,-0.588047347988679,,
"XTEXVA01","Exports in goods, s.a.","TUR","Türkiye","GP","Growth previous period","A","Annual","2017","2017","PC","Percentage","0","Units",,,9.76341723640822,,
"XTEXVA01","Exports in goods, s.a.","TUR","Türkiye","GP","Growth previous period","A","Annual","2018","2018","PC","Percentage","0","Units",,,7.99225111894966,,
"XTEXVA01","Exports in goods, s.a.","TUR","Türkiye","GP","Growth previous period","A","Annual","2019","2019","PC","Percentage","0","Units",,,2.07636715490683,,
"XTEXVA01","Exports in goods, s.a.","TUR","Türkiye","GP","Growth previous period","A","Annual","2020","2020","PC","Percentage","0","Units",,,-6.99846182300239,,
"XTEXVA01","Exports in goods, s.a.","TUR","Türkiye","GP","Growth previous period","A","Annual","2021","2021","PC","Percentage","0","Units",,,34.1998901251061,,
"XTIMVA01","Imports in goods, s.a.","TUR","Türkiye","GP","Growth previous period","A","Annual","2008","2008","PC","Percentage","0","Units",,,19.2597303587149,,
"XTIMVA01","Imports in goods, s.a.","TUR","Türkiye","GP","Growth previous period","A","Annual","2009","2009","PC","Percentage","0","Units",,,-30.6275528321499,,
"XTIMVA01","Imports in goods, s.a.","TUR","Türkiye","GP","Growth previous period","A","Annual","2010","2010","PC","Percentage","0","Units",,,32.5972456906761,,
"XTIMVA01","Imports in goods, s.a.","TUR","Türkiye","GP","Growth previous period","A","Annual","2011","2011","PC","Percentage","0","Units",,,29.0329383093105,,
"XTIMVA01","Imports in goods, s.a.","TUR","Türkiye","GP","Growth previous period","A","Annual","2012","2012","PC","Percentage","0","Units",,,-1.77738770156161,"B","Break"
"XTIMVA01","Imports in goods, s.a.","TUR","Türkiye","GP","Growth previous period","A","Annual","2013","2013","PC","Percentage","0","Units",,,11.0349701877247,,
"XTIMVA01","Imports in goods, s.a.","TUR","Türkiye","GP","Growth previous period","A","Annual","2014","2014","PC","Percentage","0","Units",,,-3.98026273230381,,
"XTIMVA01","Imports in goods, s.a.","TUR","Türkiye","GP","Growth previous period","A","Annual","2015","2015","PC","Percentage","0","Units",,,-15.2146381150423,,
"XTIMVA01","Imports in goods, s.a.","TUR","Türkiye","GP","Growth previous period","A","Annual","2016","2016","PC","Percentage","0","Units",,,-4.89545582711067,,
"XTIMVA01","Imports in goods, s.a.","TUR","Türkiye","GP","Growth previous period","A","Annual","2017","2017","PC","Percentage","0","Units",,,17.5725679299991,,
"XTIMVA01","Imports in goods, s.a.","TUR","Türkiye","GP","Growth previous period","A","Annual","2018","2018","PC","Percentage","0","Units",,,-2.98401037369847,,
"XTIMVA01","Imports in goods, s.a.","TUR","Türkiye","GP","Growth previous period","A","Annual","2019","2019","PC","Percentage","0","Units",,,-8.78543199609735,,
"XTIMVA01","Imports in goods, s.a.","TUR","Türkiye","GP","Growth previous period","A","Annual","2020","2020","PC","Percentage","0","Units",,,3.81950225359346,,
"XTIMVA01","Imports in goods, s.a.","TUR","Türkiye","GP","Growth previous period","A","Annual","2021","2021","PC","Percentage","0","Units",,,24.3738061256889,,
"SPASTT01","Share prices","TUR","Türkiye","GP","Growth previous period","A","Annual","2008","2008","PC","Percentage","0","Units",,,-22.0307932446176,,
"SPASTT01","Share prices","TUR","Türkiye","GP","Growth previous period","A","Annual","2009","2009","PC","Percentage","0","Units",,,-0.339931925033409,,
"SPASTT01","Share prices","TUR","Türkiye","GP","Growth previous period","A","Annual","2010","2010","PC","Percentage","0","Units",,,58.616168843578,,
"SPASTT01","Share prices","TUR","Türkiye","GP","Growth previous period","A","Annual","2011","2011","PC","Percentage","0","Units",,,2.12786524220592,,
"SPASTT01","Share prices","TUR","Türkiye","GP","Growth previous period","A","Annual","2012","2012","PC","Percentage","0","Units",,,4.95347755770553,,
"SPASTT01","Share prices","TUR","Türkiye","GP","Growth previous period","A","Annual","2013","2013","PC","Percentage","0","Units",,,22.2353793029535,,
"SPASTT01","Share prices","TUR","Türkiye","GP","Growth previous period","A","Annual","2014","2014","PC","Percentage","0","Units",,,-3.4859501304478,,
"SPASTT01","Share prices","TUR","Türkiye","GP","Growth previous period","A","Annual","2015","2015","PC","Percentage","0","Units",,,7.25540028228369,,
"SPASTT01","Share prices","TUR","Türkiye","GP","Growth previous period","A","Annual","2016","2016","PC","Percentage","0","Units",,,-4.33558372446616,,
"SPASTT01","Share prices","TUR","Türkiye","GP","Growth previous period","A","Annual","2017","2017","PC","Percentage","0","Units",,,28.3084670583942,,
"SPASTT01","Share prices","TUR","Türkiye","GP","Growth previous period","A","Annual","2018","2018","PC","Percentage","0","Units",,,2.86527188484044,,
"SPASTT01","Share prices","TUR","Türkiye","GP","Growth previous period","A","Annual","2019","2019","PC","Percentage","0","Units",,,-2.53971136705924,,
"SPASTT01","Share prices","TUR","Türkiye","GP","Growth previous period","A","Annual","2020","2020","PC","Percentage","0","Units",,,14.1850591519787,,
"SPASTT01","Share prices","TUR","Türkiye","GP","Growth previous period","A","Annual","2021","2021","PC","Percentage","0","Units",,,33.1892261436563,,
"CPALTT01","Consumer prices: all items","TUR","Türkiye","GP","Growth previous period","A","Annual","2008","2008","PC","Percentage","0","Units",,,10.4441283764886,,
"CPALTT01","Consumer prices: all items","TUR","Türkiye","GP","Growth previous period","A","Annual","2009","2009","PC","Percentage","0","Units",,,6.25097663090622,,
"CPALTT01","Consumer prices: all items","TUR","Türkiye","GP","Growth previous period","A","Annual","2010","2010","PC","Percentage","0","Units",,,8.56644420552974,,
"CPALTT01","Consumer prices: all items","TUR","Türkiye","GP","Growth previous period","A","Annual","2011","2011","PC","Percentage","0","Units",,,6.471879671151,,
"CPALTT01","Consumer prices: all items","TUR","Türkiye","GP","Growth previous period","A","Annual","2012","2012","PC","Percentage","0","Units",,,8.89156996512163,,
"CPALTT01","Consumer prices: all items","TUR","Türkiye","GP","Growth previous period","A","Annual","2013","2013","PC","Percentage","0","Units",,,7.493090305477,,
"CPALTT01","Consumer prices: all items","TUR","Türkiye","GP","Growth previous period","A","Annual","2014","2014","PC","Percentage","0","Units",,,8.85457271364317,,
"CPALTT01","Consumer prices: all items","TUR","Türkiye","GP","Growth previous period","A","Annual","2015","2015","PC","Percentage","0","Units",,,7.67085364845881,,
"CPALTT01","Consumer prices: all items","TUR","Türkiye","GP","Growth previous period","A","Annual","2016","2016","PC","Percentage","0","Units",,,7.77513415328332,,
"CPALTT01","Consumer prices: all items","TUR","Türkiye","GP","Growth previous period","A","Annual","2017","2017","PC","Percentage","0","Units",,,11.1443110840764,,
"CPALTT01","Consumer prices: all items","TUR","Türkiye","GP","Growth previous period","A","Annual","2018","2018","PC","Percentage","0","Units",,,16.3324638988928,,
"CPALTT01","Consumer prices: all items","TUR","Türkiye","GP","Growth previous period","A","Annual","2019","2019","PC","Percentage","0","Units",,,15.1768215720023,,
"CPALTT01","Consumer prices: all items","TUR","Türkiye","GP","Growth previous period","A","Annual","2020","2020","PC","Percentage","0","Units",,,12.2789574462574,,
"CPALTT01","Consumer prices: all items","TUR","Türkiye","GP","Growth previous period","A","Annual","2021","2021","PC","Percentage","0","Units",,,19.5964926913324,,
"NAEXKP01","Gross domestic product; constant prices, s.a.","TUR","Türkiye","GP","Growth previous period","A","Annual","2008","2008","PC","Percentage","0","Units",,,0.815024591843555,,
"NAEXKP01","Gross domestic product; constant prices, s.a.","TUR","Türkiye","GP","Growth previous period","A","Annual","2009","2009","PC","Percentage","0","Units",,,-4.82315405476854,,
"NAEXKP01","Gross domestic product; constant prices, s.a.","TUR","Türkiye","GP","Growth previous period","A","Annual","2010","2010","PC","Percentage","0","Units",,,8.42710443708963,,
"NAEXKP01","Gross domestic product; constant prices, s.a.","TUR","Türkiye","GP","Growth previous period","A","Annual","2011","2011","PC","Percentage","0","Units",,,11.2001105598895,,
"NAEXKP01","Gross domestic product; constant prices, s.a.","TUR","Türkiye","GP","Growth previous period","A","Annual","2012","2012","PC","Percentage","0","Units",,,4.78849265220676,,
"NAEXKP01","Gross domestic product; constant prices, s.a.","TUR","Türkiye","GP","Growth previous period","A","Annual","2013","2013","PC","Percentage","0","Units",,,8.48581702279405,,
"NAEXKP01","Gross domestic product; constant prices, s.a.","TUR","Türkiye","GP","Growth previous period","A","Annual","2014","2014","PC","Percentage","0","Units",,,4.93971513272566,,
"NAEXKP01","Gross domestic product; constant prices, s.a.","TUR","Türkiye","GP","Growth previous period","A","Annual","2015","2015","PC","Percentage","0","Units",,,6.08448700325464,,
"NAEXKP01","Gross domestic product; constant prices, s.a.","TUR","Türkiye","GP","Growth previous period","A","Annual","2016","2016","PC","Percentage","0","Units",,,3.32308416743734,,
"NAEXKP01","Gross domestic product; constant prices, s.a.","TUR","Türkiye","GP","Growth previous period","A","Annual","2017","2017","PC","Percentage","0","Units",,,7.50199743733532,,
"NAEXKP01","Gross domestic product; constant prices, s.a.","TUR","Türkiye","GP","Growth previous period","A","Annual","2018","2018","PC","Percentage","0","Units",,,2.97988526486654,,
"NAEXKP01","Gross domestic product; constant prices, s.a.","TUR","Türkiye","GP","Growth previous period","A","Annual","2019","2019","PC","Percentage","0","Units",,,0.783610249801479,,
"NAEXKP01","Gross domestic product; constant prices, s.a.","TUR","Türkiye","GP","Growth previous period","A","Annual","2020","2020","PC","Percentage","0","Units",,,1.94003219975107,,
"NAEXKP01","Gross domestic product; constant prices, s.a.","TUR","Türkiye","GP","Growth previous period","A","Annual","2021","2021","PC","Percentage","0","Units",,,11.3534964487543,,
"LFEMTTTT","Total employment: all persons, s.a.","TUR","Türkiye","GP","Growth previous period","A","Annual","2008","2008","PC","Percentage","0","Units",,,2.13490930340436,,
"LFEMTTTT","Total employment: all persons, s.a.","TUR","Türkiye","GP","Growth previous period","A","Annual","2009","2009","PC","Percentage","0","Units",,,0.369241368245714,,
"LFEMTTTT","Total employment: all persons, s.a.","TUR","Türkiye","GP","Growth previous period","A","Annual","2010","2010","PC","Percentage","0","Units",,,6.21498941014135,,
"LFEMTTTT","Total employment: all persons, s.a.","TUR","Türkiye","GP","Growth previous period","A","Annual","2011","2011","PC","Percentage","0","Units",,,6.66742651257287,,
"LFEMTTTT","Total employment: all persons, s.a.","TUR","Türkiye","GP","Growth previous period","A","Annual","2012","2012","PC","Percentage","0","Units",,,2.98958965501144,,
"LFEMTTTT","Total employment: all persons, s.a.","TUR","Türkiye","GP","Growth previous period","A","Annual","2013","2013","PC","Percentage","0","Units",,,2.81920256899179,"B","Break"
"LFEMTTTT","Total employment: all persons, s.a.","TUR","Türkiye","GP","Growth previous period","A","Annual","2014","2014","PC","Percentage","0","Units",,,1.60891343726335,,
"LFEMTTTT","Total employment: all persons, s.a.","TUR","Türkiye","GP","Growth previous period","A","Annual","2015","2015","PC","Percentage","0","Units",,,2.65114628789383,,
"LFEMTTTT","Total employment: all persons, s.a.","TUR","Türkiye","GP","Growth previous period","A","Annual","2016","2016","PC","Percentage","0","Units",,,2.24651559026216,,
"LFEMTTTT","Total employment: all persons, s.a.","TUR","Türkiye","GP","Growth previous period","A","Annual","2017","2017","PC","Percentage","0","Units",,,3.60595229237113,,
"LFEMTTTT","Total employment: all persons, s.a.","TUR","Türkiye","GP","Growth previous period","A","Annual","2018","2018","PC","Percentage","0","Units",,,1.90452039867251,,
"LFEMTTTT","Total employment: all persons, s.a.","TUR","Türkiye","GP","Growth previous period","A","Annual","2019","2019","PC","Percentage","0","Units",,,-2.27673160634565,,
"LFEMTTTT","Total employment: all persons, s.a.","TUR","Türkiye","GP","Growth previous period","A","Annual","2020","2020","PC","Percentage","0","Units",,,-4.53881740381568,,
"LFEMTTTT","Total employment: all persons, s.a.","TUR","Türkiye","GP","Growth previous period","A","Annual","2021","2021","PC","Percentage","0","Units",,,7.54371009291368,,
"XTEXVA01","Exports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","A","Annual","2008","2008","PC","Percentage","0","Units",,,3.53213436939481,,
"XTEXVA01","Exports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","A","Annual","2009","2009","PC","Percentage","0","Units",,,-22.2479150989743,,
"XTEXVA01","Exports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","A","Annual","2010","2010","PC","Percentage","0","Units",,,13.7637293740083,,
"XTEXVA01","Exports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","A","Annual","2011","2011","PC","Percentage","0","Units",,,16.8592639639728,,
"XTEXVA01","Exports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","A","Annual","2012","2012","PC","Percentage","0","Units",,,-1.48672713541755,,
"XTEXVA01","Exports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","A","Annual","2013","2013","PC","Percentage","0","Units",,,-0.587316403159293,,
"XTEXVA01","Exports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","A","Annual","2014","2014","PC","Percentage","0","Units",,,1.53830267647014,,
"XTEXVA01","Exports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","A","Annual","2015","2015","PC","Percentage","0","Units",,,-9.87580130003392,,
"XTEXVA01","Exports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","A","Annual","2016","2016","PC","Percentage","0","Units",,,-6.24060035650474,,
"XTEXVA01","Exports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","A","Annual","2017","2017","PC","Percentage","0","Units",,,7.35912139050896,,
"XTEXVA01","Exports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","A","Annual","2018","2018","PC","Percentage","0","Units",,,7.0910848284934,,
"XTEXVA01","Exports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","A","Annual","2019","2019","PC","Percentage","0","Units",,,-4.58175953445464,,
"XTEXVA01","Exports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","A","Annual","2020","2020","PC","Percentage","0","Units",,,-13.0557576055493,,
"XTEXVA01","Exports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","A","Annual","2021","2021","PC","Percentage","0","Units",,,13.5897685337999,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","A","Annual","2008","2008","PC","Percentage","0","Units",,,1.26670247206745,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","A","Annual","2009","2009","PC","Percentage","0","Units",,,-23.5063345264087,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","A","Annual","2010","2010","PC","Percentage","0","Units",,,14.4750289855264,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","A","Annual","2011","2011","PC","Percentage","0","Units",,,14.7955990026747,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","A","Annual","2012","2012","PC","Percentage","0","Units",,,0.257358767012501,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","A","Annual","2013","2013","PC","Percentage","0","Units",,,1.19588271942954,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","A","Annual","2014","2014","PC","Percentage","0","Units",,,4.07258077309704,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","A","Annual","2015","2015","PC","Percentage","0","Units",,,-9.44273254308138,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","A","Annual","2016","2016","PC","Percentage","0","Units",,,-4.74495644828748,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","A","Annual","2017","2017","PC","Percentage","0","Units",,,5.27514637906969,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","A","Annual","2018","2018","PC","Percentage","0","Units",,,6.42575931721646,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","A","Annual","2019","2019","PC","Percentage","0","Units",,,-3.18265818799012,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","A","Annual","2020","2020","PC","Percentage","0","Units",,,-12.7987854744621,,
"XTIMVA01","Imports in goods, s.a.","GBR","United Kingdom","GP","Growth previous period","A","Annual","2021","2021","PC","Percentage","0","Units",,,17.155494538746,,
"SPASTT01","Share prices","GBR","United Kingdom","GP","Growth previous period","A","Annual","2008","2008","PC","Percentage","0","Units",,,-16.1747386427026,,
"SPASTT01","Share prices","GBR","United Kingdom","GP","Growth previous period","A","Annual","2009","2009","PC","Percentage","0","Units",,,-14.9504052474708,,
"SPASTT01","Share prices","GBR","United Kingdom","GP","Growth previous period","A","Annual","2010","2010","PC","Percentage","0","Units",,,19.7576159552005,,
"SPASTT01","Share prices","GBR","United Kingdom","GP","Growth previous period","A","Annual","2011","2011","PC","Percentage","0","Units",,,4.07922933581282,,
"SPASTT01","Share prices","GBR","United Kingdom","GP","Growth previous period","A","Annual","2012","2012","PC","Percentage","0","Units",,,0.883987624846855,,
"SPASTT01","Share prices","GBR","United Kingdom","GP","Growth previous period","A","Annual","2013","2013","PC","Percentage","0","Units",,,12.7023630180083,,
"SPASTT01","Share prices","GBR","United Kingdom","GP","Growth previous period","A","Annual","2014","2014","PC","Percentage","0","Units",,,3.28122080124195,,
"SPASTT01","Share prices","GBR","United Kingdom","GP","Growth previous period","A","Annual","2015","2015","PC","Percentage","0","Units",,,-1.31802105556657,,
"SPASTT01","Share prices","GBR","United Kingdom","GP","Growth previous period","A","Annual","2016","2016","PC","Percentage","0","Units",,,-1.85382427468954,,
"SPASTT01","Share prices","GBR","United Kingdom","GP","Growth previous period","A","Annual","2017","2017","PC","Percentage","0","Units",,,13.9967828164184,,
"SPASTT01","Share prices","GBR","United Kingdom","GP","Growth previous period","A","Annual","2018","2018","PC","Percentage","0","Units",,,-0.31755629941027,,
"SPASTT01","Share prices","GBR","United Kingdom","GP","Growth previous period","A","Annual","2019","2019","PC","Percentage","0","Units",,,-1.03713309935201,,
"SPASTT01","Share prices","GBR","United Kingdom","GP","Growth previous period","A","Annual","2020","2020","PC","Percentage","0","Units",,,-13.7739175911495,,
"SPASTT01","Share prices","GBR","United Kingdom","GP","Growth previous period","A","Annual","2021","2021","PC","Percentage","0","Units",,,11.502067932056,,
"CPALTT01","Consumer prices: all items","GBR","United Kingdom","GP","Growth previous period","A","Annual","2008","2008","PC","Percentage","0","Units",,,3.48139255702283,,
"CPALTT01","Consumer prices: all items","GBR","United Kingdom","GP","Growth previous period","A","Annual","2009","2009","PC","Percentage","0","Units",,,1.97215777262181,,
"CPALTT01","Consumer prices: all items","GBR","United Kingdom","GP","Growth previous period","A","Annual","2010","2010","PC","Percentage","0","Units",,,2.50284414106937,,
"CPALTT01","Consumer prices: all items","GBR","United Kingdom","GP","Growth previous period","A","Annual","2011","2011","PC","Percentage","0","Units",,,3.88457269700333,,
"CPALTT01","Consumer prices: all items","GBR","United Kingdom","GP","Growth previous period","A","Annual","2012","2012","PC","Percentage","0","Units",,,2.56410256410257,,
"CPALTT01","Consumer prices: all items","GBR","United Kingdom","GP","Growth previous period","A","Annual","2013","2013","PC","Percentage","0","Units",,,2.29166666666668,,
"CPALTT01","Consumer prices: all items","GBR","United Kingdom","GP","Growth previous period","A","Annual","2014","2014","PC","Percentage","0","Units",,,1.42566191446028,,
"CPALTT01","Consumer prices: all items","GBR","United Kingdom","GP","Growth previous period","A","Annual","2015","2015","PC","Percentage","0","Units",,,0.401606425702812,,
"CPALTT01","Consumer prices: all items","GBR","United Kingdom","GP","Growth previous period","A","Annual","2016","2016","PC","Percentage","0","Units",,,1,,
"CPALTT01","Consumer prices: all items","GBR","United Kingdom","GP","Growth previous period","A","Annual","2017","2017","PC","Percentage","0","Units",,,2.57425742574258,,
"CPALTT01","Consumer prices: all items","GBR","United Kingdom","GP","Growth previous period","A","Annual","2018","2018","PC","Percentage","0","Units",,,2.31660231660232,,
"CPALTT01","Consumer prices: all items","GBR","United Kingdom","GP","Growth previous period","A","Annual","2019","2019","PC","Percentage","0","Units",,,1.69811320754717,,
"CPALTT01","Consumer prices: all items","GBR","United Kingdom","GP","Growth previous period","A","Annual","2020","2020","PC","Percentage","0","Units",,,1.02040816326532,,
"CPALTT01","Consumer prices: all items","GBR","United Kingdom","GP","Growth previous period","A","Annual","2021","2021","PC","Percentage","0","Units",,,2.47933884297518,,
"NAEXKP01","Gross domestic product; constant prices, s.a.","GBR","United Kingdom","GP","Growth previous period","A","Annual","2008","2008","PC","Percentage","0","Units",,,-0.154344364400535,,
"NAEXKP01","Gross domestic product; constant prices, s.a.","GBR","United Kingdom","GP","Growth previous period","A","Annual","2009","2009","PC","Percentage","0","Units",,,-4.51048557295272,,
"NAEXKP01","Gross domestic product; constant prices, s.a.","GBR","United Kingdom","GP","Growth previous period","A","Annual","2010","2010","PC","Percentage","0","Units",,,2.43007288908301,,
"NAEXKP01","Gross domestic product; constant prices, s.a.","GBR","United Kingdom","GP","Growth previous period","A","Annual","2011","2011","PC","Percentage","0","Units",,,1.06761091608043,,
"NAEXKP01","Gross domestic product; constant prices, s.a.","GBR","United Kingdom","GP","Growth previous period","A","Annual","2012","2012","PC","Percentage","0","Units",,,1.44845674275494,,
